Exercise;Difficulty;Muscle_Group
Stability_Ball_Dead_Bug;Beginner;Abdominals
Glute_Bridge;Beginner;Glutes
Bird_Dog;Beginner;Abdominals
Stability_Ball_Seated_Russian_Twist_;Beginner;Abdominals
Stability_Ball_Feet_Elevated_Crunch_;Beginner;Abdominals
Ring_Hanging_Knee_Raise_;Intermediate;Abdominals
Parallette_Mountain_Climber;Novice;Abdominals
Parallette_Push_Up;Novice;Chest
Knee_Hover_Bird_Dog;Intermediate;Abdominals
Stability_Ball_Pass;Novice;Abdominals
Dead_Bug;Beginner;Abdominals
Alternating_Heel_Taps;Beginner;Abdominals
Flutter_Kicks;Beginner;Abdominals
Kneeling_Plank;Beginner;Abdominals
Seated_Ab_Circles;Novice;Abdominals
Ring_Hanging_Oblique_Knee_Raise;Intermediate;Abdominals
Stability_Ball_Stir_The_Pot;Novice;Abdominals
Alternating_Side_Kick_Through;Intermediate;Abdominals
Ring_L_Hang_Flutter_Kicks_;Intermediate;Abdominals
Slam_Ball_Russian_Twist;Intermediate;Abdominals
Dumbbell_Otis_Up;Novice;Abdominals
Single_Arm_Dumbbell_Side_Plank_Reach_Through_;Advanced;Abdominals
Ab_Wheel_Kneeling_Rollout;Novice;Abdominals
Cable_Seated_Crunch;Novice;Abdominals
Cable_Kneeling_Crunch;Novice;Abdominals
Medicine_Ball_V-Up;Novice;Abdominals
Suspension_Knee_Tuck;Novice;Abdominals
Suspension_Lateral_Knee_Tuck;Intermediate;Abdominals
Push_Up_Alternating_Kick_Through;Intermediate;Chest
Single_Arm_Dumbbell_Turkish_Get_Up;Intermediate;Abdominals
Bear_Crawl;Novice;Abdominals
Stability_Ball_Knee_Tuck;Novice;Abdominals
Ring_Hanging_Leg_Raise_;Advanced;Abdominals
Parallette_L_Sit;Advanced;Abdominals
Standing_Walkout_Plank;Intermediate;Abdominals
Standing_Walkout_Push-Up_;Intermediate;Chest
Barbell_Climb;Expert;Abdominals
Ipsilateral_Bird_Dog;Expert;Abdominals
Copenhagen_Plank_Knee_to_Elbow;Expert;Adductors
Ring_Dead_Hang;Beginner;Back
Suspension_Archer_Row_;Novice;Shoulders
Suspension_Alternating_Archer_Row_Hold_;Novice;Shoulders
Ring_Pull_Up_Eccentrics_;Novice;Back
Ring_Pull_Up;Intermediate;Back
Ring_Chin_Up_Eccentrics_;Novice;Biceps
Miniband_Fire_Hydrant;Beginner;Glutes
Medicine_Ball_Russian_Twist;Novice;Abdominals
Side_Plank;Novice;Abdominals
Cable_Reverse_Ankle_Strap_Crunch;Intermediate;Abdominals
Cable_Half_Kneeling_High_to_Low_Chop;Intermediate;Abdominals
Cable_Half_Kneeling_Low_to_High_Chop;Intermediate;Abdominals
Kettlebell_Half_Kneeling_Low_to_High_Chop;Intermediate;Abdominals
Cable_Standing_High_to_Low_Chop_;Intermediate;Abdominals
Cable_Standing_Low_to_High_Chop;Intermediate;Abdominals
Single_Arm_Dumbbell_Windmill;Intermediate;Abdominals
Single_Arm_Kettlebell_Windmill;Intermediate;Abdominals
Kettlebell_Russian_Twist;Novice;Abdominals
Feet_On_Wall_Mountain_Climber_;Expert;Abdominals
Alternating_Single_Arm_Kettlebell_Plank_Pull_Through;Intermediate;Abdominals
Hollow_Body_Hold;Intermediate;Abdominals
Dumbbell_Crush_Grip_Hollow_Body_Hold;Intermediate;Abdominals
Inverted_Hanging_Crunch;Expert;Abdominals
Inverted_Hanging_Oblique_Crunch;Expert;Abdominals
Single_Arm_Kettlebell_Single_Leg_Standing_Bent_Knee_Around_The_World_;Intermediate;Abdominals
Supine_Alternating_Single_Leg_Raise;Beginner;Abdominals
Supine_Leg_Raise;Novice;Abdominals
Miniband_Bicycle_Crunch;Novice;Abdominals
Side_Plank_Reach_Through;Novice;Abdominals
Sit_Up;Novice;Abdominals
Butterfly_Sit_Up;Intermediate;Abdominals
Slider_Mountain_Climber;Novice;Abdominals
Slider_Pike_;Advanced;Abdominals
Stability_Ball_Pike;Advanced;Abdominals
Slider_Wide_Mountain_Climber;Intermediate;Abdominals
Stability_Ball_Crunch;Beginner;Abdominals
Stability_Ball_Feet_Elevated_Oblique_Crunch;Beginner;Abdominals
Stability_Ball_Kneeling_Rollout;Beginner;Abdominals
Stability_Ball_Single_Leg_Knee_Tuck;Advanced;Abdominals
Stability_Ball_Single_Leg_Pike;Expert;Abdominals
Parallette_Kneeling_Push_Up;Novice;Chest
Single_Arm_Kettlebell_Swing;Novice;Glutes
Dumbbell_Romanian_Deadlift;Beginner;Hamstrings
Single_Arm_Dumbbell_Side_Plank;Intermediate;Abdominals
Single_Leg_Glute_Bridge;Novice;Glutes
Dumbbell_Glute_Bridge;Beginner;Glutes
Glute_Bridge_Alternating_Single_Leg_Extension;Beginner;Glutes
Miniband_Side_Lying_Clamshell;Beginner;Glutes
Miniband_Side_Lying_Hip_Abduction;Beginner;Abductors
Miniband_Bench_Seated_Hip_Abduction;Beginner;Abductors
Miniband_Glute_Bridge_With_Hip_Abduction;Beginner;Glutes
Stability_Ball_Hip_Thrust;Beginner;Glutes
Stability_Ball_Dumbbell_Hip_Thrust;Beginner;Glutes
Bodyweight_Frog_Pump;Beginner;Glutes
Dumbbell_Frog_Pump;Beginner;Glutes
Cable_Glute_Kickback;Novice;Glutes
Foot_Elevated_Single_Leg_Glute_Bridge;Novice;Glutes
Suspension_Glute_Bridge;Novice;Glutes
Miniband_Thigh_Lateral_Walk;Beginner;Abductors
Miniband_Shin_Lateral_Walk;Novice;Abductors
Miniband_Feet_Lateral_Walk;Intermediate;Abductors
Miniband_Standing_Glute_Kickback;Novice;Glutes
Barbell_Hip_Thrust;Novice;Glutes
Barbell_Single_Leg_Hip_Thrust;Intermediate;Glutes
Stability_Ball_Single_Leg_Glute_Bridge;Intermediate;Glutes
Miniband_Standing_Hip_Abduction;Novice;Abductors
Miniband_3-Way_Cha_Cha;Beginner;Abductors
Barbell_Standing_Calf_Raise;Intermediate;Calves
Cable_Hip_Abduction;Novice;Abductors
Miniband_Wall_Sit_Hip_Abduction;Novice;Quadriceps
Barbell_Overhead_Adductor_Slide;Intermediate;Adductors
Stability_Ball_T's_Y's_I's_;Beginner;Shoulders
Resistance_Band_Standing_Reverse_Fly;Beginner;Shoulders
Resistance_Band_Lateral_Raise;Beginner;Shoulders
Dumbbell_Lateral_Raise;Beginner;Shoulders
Single_Arm_Resistance_Band_Standing_Shoulder_External_Rotation;Beginner;Shoulders
Dumbbell_Seated_Lateral_Raise;Beginner;Shoulders
Pike_Push_Up;Intermediate;Shoulders
Single_Arm_Dumbbell_Side_Lying_Shoulder_External_Rotation;Beginner;Shoulders
Single_Arm_Dumbbell_Seated_Shoulder_External_Rotation;Novice;Shoulders
Miniband_Standing_Shoulder_External_Rotation;Beginner;Shoulders
Dumbbell_Seated_Cuban_Rotation;Novice;Shoulders
Dumbbell_Standing_Cuban_Rotation;Novice;Shoulders
Single_Arm_Cable_Half_Kneeling_Shoulder_External_Rotation_90_Degrees;Novice;Shoulders
Single_Arm_Dumbbell_Side_Lying_Shoulder_Internal_Rotation;Beginner;Shoulders
Parallette_Feet_Elevated_Pike_Push_Up_;Intermediate;Shoulders
Barbell_Thruster;Intermediate;Shoulders
Parallette_Wall_Supported_Handstand_Push_Up;Expert;Shoulders
Barbell_Sots_Press;Intermediate;Shoulders
Single_Arm_Dumbbell_V_Sit_Shoulder_Press_;Intermediate;Shoulders
Dumbbell_Z_Press;Intermediate;Shoulders
Single_Arm_Dumbbell_Z_Press;Intermediate;Shoulders
Stability_Ball_Dumbbell_Arnold_Press;Beginner;Shoulders
Single_Arm_Dumbbell_Half_Kneeling_Overhead_Press;Novice;Shoulders
Single_Arm_Cable_Lateral_Raise;Novice;Shoulders
Dumbbell_Thruster;Novice;Shoulders
Single_Arm_Dumbbell_Thruster;Novice;Shoulders
Parallette_Handstand_Push_Up;Master;Shoulders
Dumbbell_Seated_Overhead_Press;Beginner;Shoulders
Dumbbell_Overhead_Press;Beginner;Shoulders
Single_Arm_Dumbbell_Overhead_Carry;Intermediate;Shoulders
Freestanding_Handstand_Push_Up;Master;Shoulders
Barbell_Shrug;Novice;Trapezius
Dumbbell_Shrug;Beginner;Trapezius
Cable_Standing_Face_Pull;Novice;Shoulders
Cable_Seated_Face_Pull;Novice;Shoulders
Dumbbell_Standing_Scaption;Beginner;Shoulders
Dumbbell_Seated_Scaption;Beginner;Shoulders
Stability_Ball_Dumbbell_Seated_Scaption;Beginner;Shoulders
Cable_Standing_Knee_Strap_Hip_External_Rotation_(90_Degrees);Novice;Glutes
Cable_Hip_External_Rotation;Novice;Glutes
Dumbbell_Bicep_Curl;Beginner;Biceps
Dumbbell_Alternating_Bicep_Curl;Beginner;Biceps
Dumbbell_Alternating_Hammer_Curl;Beginner;Biceps
Dumbbell_Alternating_Cross_Body_Hammer_Curl;Beginner;Biceps
Cable_Guillotine_Curl;Novice;Biceps
Cable_Supine_Bicep_Curl;Novice;Biceps
Single_Arm_Dumbbell_Incline_Bench_Preacher_Curl;Beginner;Biceps
Dumbbell_Crush_Grip_Bicep_Curl;Beginner;Biceps
Dumbbell_Zottman_Curl;Beginner;Biceps
Dumbbell_Waiter_Curl;Beginner;Biceps
High_Cable_Straight_Bar_Bicep_Curl;Novice;Biceps
Cable_Straight_Bar_Drag_Curl;Beginner;Biceps
Dumbbell_Spider_Curl;Novice;Biceps
EZ_Bar_Spider_Curl;Novice;Biceps
Parallette_Side_Plank;Intermediate;Abdominals
Parallette_Feet_Elevated_Push_Up;Intermediate;Chest
Parallette_Side_Plank_Reach_Through;Intermediate;Abdominals
Parallette_Plank_Single_Arm_Dumbbell_Row;Intermediate;Back
Stability_Ball_Cable_Preacher_Curl;Novice;Biceps
Single_Arm_Dumbbell_Standing_Concentration_Curl;Novice;Biceps
Reverse_Barbell_Curl;Novice;Forearms
EZ_Bar_Standing_Bicep_Curl;Novice;Biceps
Cable_Rope_Hammer_Curl;Beginner;Biceps
Single_Arm_Cable_Standing_High_Bicep_Curl;Novice;Biceps
Suspension_Bicep_Curl;Beginner;Biceps
Dumbbell_Standing_Tricep_Kickback;Beginner;Triceps
EZ_Bar_Seated_Overhead_Tricep_Extension;Novice;Triceps
EZ_Bar_Standing_Overhead_Tricep_Extension;Novice;Triceps
Dumbbell_Seated_Overhead_Tricep_Extension;Beginner;Triceps
Dumbbell_Standing_Overhead_Tricep_Extension;Beginner;Triceps
Diamond_Push_Up;Novice;Triceps
Dumbbell_Close_Grip_Floor_Chest_Press;Beginner;Triceps
Dumbbell_Close_Grip_Bench_Press;Beginner;Triceps
Dumbbell_Close_Grip_Incline_Bench_Press;Beginner;Triceps
EZ_Bar_Lying_Tricep_Extension_;Novice;Triceps
Stability_Ball_Feet_Elevated_Diamond_Push_Up;Novice;Triceps
Bodyweight_Tricep_Extension;Intermediate;Triceps
Cable_Rope_Standing_Overhead_Tricep_Extension;Novice;Triceps
Cable_Rope_Standing_Tricep_Pushdown_;Beginner;Triceps
Ring_Dips;Advanced;Triceps
Single_Arm_Cable_Reverse_Tricep_Pulldown;Novice;Triceps
Dumbbell_Suitcase_Carry;Beginner;Forearms
Barbell_Seated_Wrist_Curl;Intermediate;Forearms
EZ_Bar_Reverse_Grip_Bicep_Curl;Novice;Forearms
Incline_Push_Up;Beginner;Chest
Kneeling_Push_Up;Beginner;Chest
Suspension_Chest_Press;Beginner;Chest
Suspension_Chest_Fly;Beginner;Chest
Dumbbell_Glute_Bridge_Chest_Press;Novice;Chest
Stability_Ball_Single_Arm_Dumbbell_Chest_Press;Novice;Chest
Stability_Ball_Dumbbell_Chest_Fly;Beginner;Chest
Burpee;Intermediate;Chest
Dumbbell_Devil_Press;Advanced;Shoulders
Alternating_Single_Arm_Dumbbell_Devil_Press;Advanced;Shoulders
Single_Arm_Dumbbell_Hollow_Body_Chest_Press;Intermediate;Chest
Plyometric_Push_Up_On_Weight_Plates;Intermediate;Chest
Stability_Ball_Dumbbell_Pullover_;Beginner;Chest
Dumbbell_Incline_Bench_Chest_Fly;Beginner;Chest
Single_Arm_Push_Up;Advanced;Chest
Aztec_Push_Up;Advanced;Chest
Single_Arm_Ring_Grip_Push_Up;Master;Chest
Rolling_Squat_Burpee;Advanced;Chest
Ring_Grip_Push_Up;Expert;Chest
Suspension_Low_Row;Beginner;Back
Suspension_Mid_Row;Beginner;Back
Suspension_Face_Pull;Novice;Shoulders
Cable_Seated_V_Grip_Low_Row;Beginner;Back
Landmine_V_Grip_Row;Novice;Back
Single_Arm_Landmine_Row;Novice;Back
Single_Arm_Kettlebell_Bent_Over_Row;Novice;Back
Double_Kettlebell_Gorilla_Row;Novice;Back
Superband_Assisted_Wide_Grip_Pull_Up;Novice;Back
Resistance_Band_Half_Kneeling_Face_Pull;Novice;Shoulders
Single_Arm_Dumbbell_Single_Leg_Contralateral_Bent_Over_Row;Intermediate;Back
Stability_Ball_Prone_Cobra;Novice;Back
Prone_Cobra;Beginner;Back
Dumbbell_Pendlay_Row;Novice;Back
Dumbbell_Single_Leg_Row;Intermediate;Back
Cable_Straight_Bar_Pullover;Novice;Back
Single_Arm_Dumbbell_Bird_Dog_Row;Intermediate;Back
Single_Arm_Cable_Half_Kneeling_Lat_Pulldown;Novice;Back
Single_Arm_Cable_Half_Kneeling_Low_Row;Novice;Back
Single_Arm_Suspension_Row;Novice;Back
Single_Arm_Dumbbell_Suitcase_Deadlift;Novice;Back
Single_Arm_Kettlebell_Suitcase_Deadlift;Novice;Back
Dumbbell_Incline_Bench_Prone_Row;Novice;Back
Ring_Archer_Pull_Up;Advanced;Back
Dumbbell_Renegade_Row_;Intermediate;Back
Barbell_Conventional_Deadlift;Novice;Back
Barbell_Sumo_Deadlift;Novice;Back
Barbell_Rack_Pull;Novice;Back
Barbell_Snatch_Grip_Deadlift;Intermediate;Back
Barbell_Pendlay_Row;Novice;Back
Stability_Ball_Hyperextension;Novice;Back
Barbell_Seated_Good_Morning_;Intermediate;Back
Barbell_Good_Morning;Intermediate;Back
Wall_Sit_;Beginner;Quadriceps
Wall_Slide_Squat;Beginner;Quadriceps
Stability_Ball_Wall_Slide_Squat;Beginner;Quadriceps
Suspension_Squat;Beginner;Quadriceps
Suspension_Alternating_Reverse_Lunge;Beginner;Quadriceps
Bodyweight_Squat_to_Bench;Beginner;Quadriceps
Bodyweight_Squat;Beginner;Quadriceps
Assisted_Bodyweight_Split_Squat;Beginner;Quadriceps
Bodyweight_Walking_Lunge;Beginner;Quadriceps
Dumbbell_Goblet_Squat_;Beginner;Quadriceps
Miniband_Romanian_Deadlift;Beginner;Hamstrings
Superband_Resisted_Skater_Jump;Novice;Abductors
Cable_Prone_Single_Leg_Hamstring_Curl;Novice;Hamstrings
Candlestick_Roll_Up_Tuck_Jump;Intermediate;Glutes
Barbell_Bench_Press;Novice;Chest
Barbell_Bicep_Curl;Novice;Biceps
Barbell_Block_Pull_Deadlift;Novice;Back
Barbell_Box_Pause_Back_Squat;Novice;Quadriceps
Barbell_Deficit_Deadlift;Intermediate;Back
Barbell_Front_Squat;Intermediate;Quadriceps
Barbell_Glute_Bridge;Novice;Glutes
Barbell_Halting_Deadlift;Novice;Back
Barbell_High_Bar_Back_Squat;Novice;Quadriceps
Barbell_Low_Bar_Back_Squat;Intermediate;Glutes
Barbell_Overhead_Press;Novice;Shoulders
Barbell_Power_Clean;Expert;Glutes
Barbell_Power_Snatch;Expert;Glutes
Barbell_Push_Press;Novice;Shoulders
Barbell_Romanian_Deadlift;Novice;Hamstrings
Barbell_Row;Novice;Back
Barbell_Back_Rack_Split_Squat;Novice;Quadriceps
Barbell_Stiff_Legged_Deadlift;Novice;Hamstrings
Barbell_Sumo_Squat;Novice;Glutes
Bodyweight_Pistol_Squat;Expert;Glutes
Bodyweight_Skater_Squat;Intermediate;Glutes
Cable_Pull_Through;Beginner;Glutes
Dumbbell_Suitcase_Bulgarian_Split_Squat;Novice;Quadriceps
Single_Arm_Dumbbell_Contralateral_Overhead_Step_Up;Intermediate;Quadriceps
Dumbbell_Suitcase_Deficit_Split_Squat;Novice;Quadriceps
Dumbbell_Suitcase_Alternating_Forward_Lunge;Novice;Quadriceps
Dumbbell_Suitcase_Alternating_Reverse_Lunge;Novice;Quadriceps
Dumbbell_Seated_Reverse_Fly;Beginner;Shoulders
Dumbbell_Suitcase_Split_Squat;Novice;Quadriceps
Dumbbell_Suitcase_Box_Step_Up;Novice;Quadriceps
Face_the_Wall_Squat;Beginner;Quadriceps
Feet_Elevated_Glute_Bridge;Novice;Glutes
Single_Arm_Kettlebell_Clean;Intermediate;Glutes
Single_Arm_Kettlebell_Clean_to_Overhead_Press;Intermediate;Shoulders
Kettlebell_Alternating_Halo;Novice;Shoulders
Single_Arm_Kettlebell_Overhead_Press;Novice;Shoulders
Single_Arm_Kettlebell_Snatch;Intermediate;Shoulders
Kettlebell_Sumo_Deadlift;Beginner;Back
Single_Arm_Kettlebell_Turkish_Get_Up;Intermediate;Abdominals
Miniband_Monster_Walk;Beginner;Abductors
Quadruped_Hip_Extension;Beginner;Glutes
Suspension_Pistol_Squat;Intermediate;Quadriceps
Suspension_Skater_Squat;Novice;Quadriceps
Tuck_Jump;Novice;Quadriceps
Alternating_Single_Leg_Wall_Sit;Novice;Quadriceps
Single_Leg_Romanian_Deadlift_Jump;Intermediate;Hamstrings
Double_Dumbbell_Overhead_Walking_Lunge;Intermediate;Quadriceps
Stability_Ball_Overhead_Walking_Lunge;Beginner;Quadriceps
Stability_Ball_Dumbbell_Suitcase_Bulgarian_Split_Squat;Intermediate;Quadriceps
Bodyweight_Leg_Extension;Novice;Quadriceps
Lateral_Bench_Jump;Novice;Glutes
Single_Arm_Dumbbell_Front_Rack_Squat;Novice;Quadriceps
Skater_Jump;Novice;Abductors
Slider_Single_Arm_Dumbbell_Front_Rack_Reverse_Lunge;Intermediate;Quadriceps
Cable_Prone_Hamstring_Curl;Novice;Hamstrings
Bulgarian_Split_Squat_Jumps;Intermediate;Quadriceps
Cable_Standing_Single_Leg_Hamstring_Curl;Novice;Hamstrings
Nordic_Hamstring_Curl;Advanced;Hamstrings
Superband_Assisted_Pistol_Squat;Intermediate;Quadriceps
Kettlebell_Goblet_Squat;Beginner;Quadriceps
Dumbbell_Front_Squat;Beginner;Quadriceps
Dumbbell_Suitcase_Walking_Lunge;Novice;Quadriceps
Barbell_Back_Rack_Walking_Lunge;Intermediate;Quadriceps
Box_Pistol_Squat;Novice;Quadriceps
Barbell_Overhead_Squat;Intermediate;Quadriceps
Single_Arm_Kettlebell_Overhead_Squat;Intermediate;Quadriceps
Landmine_Goblet_Squat;Novice;Quadriceps
Stability_Ball_Hamstring_Curl;Novice;Hamstrings
Slider_Hamstring_Curl;Novice;Hamstrings
Hamstring_Walkout_;Novice;Hamstrings
Slider_Dumbbell_Goblet_Reverse_Lunge;Novice;Quadriceps
Dragon_Pistol_Squat;Expert;Quadriceps
Single_Arm_Dumbbell_Front_Rack_Cossack_Squat_to_Overhead_Press;Intermediate;Shoulders
Stability_Ball_Single_Leg_Hamstring_Curl;Intermediate;Hamstrings
Barbell_Single_Leg_Romanian_Deadlift;Intermediate;Hamstrings
Dumbbell_Suitcase_Lateral_Lunge;Novice;Quadriceps
Barbell_Frankenstein_Walking_Lunge;Expert;Quadriceps
Barbell_Overhead_Walking_Lunge;Expert;Quadriceps
Barbell_Overhead_Lateral_Lunge;Expert;Quadriceps
Barbell_Squat_Clean;Expert;Quadriceps
Landmine_Clean_and_Jerk;Expert;Shoulders
Landmine_Hack_Squat;Intermediate;Quadriceps
Single_Arm_Landmine_Shoulder_Press;Intermediate;Shoulders
Alternating_Single_Arm_Landmine_Shoulder_Press;Intermediate;Shoulders
Single_Arm_Landmine_Half_Kneeling_Shoulder_Press;Intermediate;Shoulders
Single_Arm_Landmine_Tall_Kneeling_Shoulder_Press;Intermediate;Shoulders
Single_Arm_Landmine_Meadows_Row;Novice;Back
Single_Arm_Landmine_Z_Press;Intermediate;Shoulders
Barbell_Z_Press;Intermediate;Shoulders
Landmine_Half_Kneeling_Oblique_Twist_;Intermediate;Abdominals
Cable_Seated_Bicep_Curl;Novice;Biceps
Single_Arm_Dumbbell_Seated_Concentration_Curl;Beginner;Biceps
Dumbbell_Incline_Bench_Alternating_Bicep_Curl;Beginner;Biceps
Single_Arm_Suspension_Bicep_Curl;Intermediate;Biceps
Stability_Ball_Single_Arm_Plank;Expert;Abdominals
Stability_Ball_Feet_Elevated_Single_Arm_Plank;Expert;Abdominals
Landmine_Zercher_Skater_Squat;Intermediate;Quadriceps
Landmine_Reverse_Lunge_to_Single_Arm_Shoulder_Press;Intermediate;Shoulders
Landmine_Thruster;Novice;Shoulders
Landmine_Romanian_Deadlift;Novice;Hamstrings
Landmine_Single_Leg_Romanian_Deadlift;Intermediate;Hamstrings
Landmine_Tall_Kneeling_Oblique_Twist;Intermediate;Abdominals
Landmine_Russian_Twist;Intermediate;Abdominals
Single_Arm_Landmine_Thruster;Intermediate;Shoulders
Landmine_Calf_Raise;Novice;Calves
Cable_Tall_Kneeling_Overhead_Tricep_Extension_;Novice;Triceps
Cable_Rope_Skullcrusher;Novice;Triceps
Barbell_Clean_to_Overhead_Press;Expert;Shoulders
Single_Arm_Dumbbell_Seated_Cuban_Press;Novice;Shoulders
Landmine_Zercher_Curtsy_Lunge;Intermediate;Quadriceps
Barbell_Back_Rack_Alternating_Cossack_Squat;Intermediate;Quadriceps
Barbell_Front_Rack_Alternating_Cossack_Squat;Intermediate;Quadriceps
Kettlebell_Goblet_Alternating_Cossack_Squat;Novice;Quadriceps
Dumbbell_Goblet_Alternating_Cossack_Squat;Novice;Quadriceps
Bodyweight_Alternating_Cossack_Squat;Beginner;Quadriceps
Bodyweight_Knee_Over_Toes_Split_Squat_;Beginner;Quadriceps
Barbell_Back_Rack_Knee_Over_Toes_Split_Squat;Intermediate;Quadriceps
Barbell_Front_Rack_Knee_Over_Toes_Split_Squat;Intermediate;Quadriceps
Barbell_Overhead_Knee_Over_Toes_Split_Squat;Advanced;Quadriceps
Single_Arm_Barbell_Overhead_Press;Expert;Shoulders
Barbell_Single_Leg_Bent_Knee_Bicep_Curl;Expert;Biceps
Slider_Knee_Tuck;Novice;Abdominals
Wall_Facing_Handstand;Novice;Shoulders
Freestanding_Handstand_;Advanced;Shoulders
Suspension_Atomic_Push_Up;Intermediate;Chest
Suspension_Pike;Intermediate;Abdominals
Suspension_Side_Plank_Reach_Through;Advanced;Abdominals
Cocoon_Crunch;Intermediate;Abdominals
Ab_Wheel_Standing_Rollout;Expert;Abdominals
Cable_Fire_Hydrant;Novice;Glutes
Cable_Tall_Kneeling_Pull_Through;Novice;Glutes
Stability_Ball_Bent_Knee_Reverse_Hyperextension;Novice;Glutes
Bent_Knee_Reverse_Hyperextension_on_Bench;Novice;Glutes
Parallette_Tuck_L_Sit;Intermediate;Abdominals
Parallette_Close_Grip_Push_Up;Intermediate;Triceps
Parallette_Feet_Elevated_Close_Grip_Tricep_Push_Up;Intermediate;Chest
Parallette_Single_Leg_L_Sit;Intermediate;Abdominals
Stability_Ball_Bottoms_Up;Intermediate;Abdominals
Stability_Ball_Windshield_Wiper;Novice;Abdominals
Stability_Ball_Tall_Kneeling_Balance;Intermediate;Abdominals
Stability_Ball_Oblique_Crunch_;Beginner;Abdominals
Stability_Ball_Elbow_Plank;Novice;Abdominals
Double_Kettlebell_Feet_Elevated_Push_Up;Intermediate;Chest
Single_Arm_Kettlebell_Turkish_Sit_Up;Intermediate;Abdominals
Single_Arm_Dumbbell_Turkish_Sit_Up;Intermediate;Abdominals
