Exercise;Difficulty;Muscle_Group
Single_Arm_Landmine_Turkish_Sit_Up;Intermediate;Abdominals
Double_Kettlebell_Turkish_Sit_Up;Intermediate;Abdominals
Double_Dumbbell_Turkish_Sit_Up;Intermediate;Abdominals
Double_Kettlebell_Turkish_Sit_Up_to_Z_Press;Intermediate;Abdominals
Double_Kettlebell_Front_Rack_Alternating_Cossack_Squat;Novice;Quadriceps
Double_Dumbbell_Front_Rack_Alternating_Cossack_Squat;Novice;Quadriceps
Double_Kettlebell_Swing;Intermediate;Glutes
Double_Kettlebell_Front_Rack_Squat;Novice;Quadriceps
Single_Arm_Kettlebell_Front_Rack_Squat;Novice;Quadriceps
Single_Arm_Kettlebell_Front_Rack_Contralateral_Split_Squat;Novice;Quadriceps
Single_Arm_Kettlebell_Front_Rack_Carry;Novice;Abdominals
Single_Arm_Kettlebell_Front_Rack_Alternating_Cossack_Squat;Novice;Quadriceps
Single_Arm_Kettlebell_Squat_Clean;Intermediate;Glutes
Stability_Ball_Feet_Elevated_Parallette_Push_Up;Intermediate;Chest
Stability_Ball_Feet_Elevated_Parallette_Plank;Novice;Abdominals
Stability_Ball_Feet_Elevated_Single_Arm_Parallette_Plank;Advanced;Abdominals
Stability_Ball_Feet_Elevated_Alternating_Single_Arm_Parallette_Plank;Expert;Abdominals
Archer_Push_Up;Intermediate;Chest
Parallette_Archer_Push_Up;Intermediate;Chest
Parallette_Wide_Push_Up;Novice;Chest
Dumbbell_Suitcase_Knee_Over_Toes_Split_Squat;Novice;Quadriceps
Dumbbell_Alternating_Front_Raise;Beginner;Shoulders
Barbell_Front_Raise;Novice;Shoulders
Single_Arm_Cable_Front_Raise;Novice;Shoulders
Cable_Straight_Bar_Front_Raise;Novice;Shoulders
Cable_Half_Kneeling_Pallof_Press;Novice;Abdominals
Kettlebell_Bottoms_Up_Horn_Grip_Standing_Bicep_Curl;Novice;Biceps
Single_Arm_Kettlebell_Bottoms_Up_Front_Rack_Carry;Novice;Abdominals
Double_Kettlebell_Bottoms_Up_Front_Rack_Carry;Intermediate;Abdominals
Double_Kettlebell_Bottoms_Up_Overhead_Walking_Lunge;Intermediate;Quadriceps
Single_Arm_Kettlebell_Bottoms_Up_Front_Rack_Walking_Lunge;Intermediate;Quadriceps
Single_Arm_Kettlebell_Half_Kneeling_Contralateral_Bottoms_Up_Overhead_Press;Intermediate;Shoulders
Barbell_Kneeling_Rollout;Intermediate;Abdominals
Barbell_Close_Grip_Bench_Press;Novice;Triceps
Single_Arm_Suspension_Chest_Press;Intermediate;Chest
Cable_Tall_Kneeling_Pallof_Press;Novice;Abdominals
Single_Arm_Cable_Bicep_Curl;Novice;Biceps
Cable_Reverse_Straight_Bar_Curl;Novice;Forearms
Single_Arm_Cable_Shotgun_Row;Novice;Back
Barbell_Hang_Power_Clean;Intermediate;Glutes
Landmine_Goblet_Alternating_Cossack_Squat;Intermediate;Quadriceps
Landmine_Low_Hold_Alternating_Cossack_Squat;Intermediate;Quadriceps
Ring_Shoulder_Stand;Expert;Shoulders
Ring_Strap_Handstand;Expert;Shoulders
Ring_Handstand;Expert;Shoulders
Pike_Headstand_Push_Up;Intermediate;Shoulders
Feet_Elevated_Pike_Headstand_Push_Up;Intermediate;Shoulders
Wall_Headstand_Push_Up;Expert;Shoulders
Freestanding_Headstand_Push_Up;Expert;Shoulders
Ring_Bulgarian_Handstand_Push_Up;Master;Shoulders
Ring_Strap_Handstand_Push_Up;Expert;Shoulders
Ring_Freestanding_Handstand_Push_Up;Master;Shoulders
Bent_Arm_Press_Handstand;Master;Shoulders
Parallette_L_Sit_to_Bent_Arm_Press_Handstand;Master;Shoulders
Chest_Roll_to_Straight_Body_Press_Handstand;Master;Shoulders
Ring_Bent_Arm_Bent_Body_Press_Handstand;Master;Shoulders
Ring_Dip_to_Handstand;Master;Triceps
Ring_Handstand_to_Elbow_Lever_to_Handstand;Master;Shoulders
Ring_Dip_Straight_Body_Press_to_Handstand;Master;Shoulders
Wall_Straddle_Press_Handstand_Eccentrics;Advanced;Shoulders
Straddle_Stand_Press_Handstand_;Expert;Shoulders
Pike_Stand_Press_Handstand;Expert;Shoulders
Parallette_L_Sit_Straddle_Press_Handstand;Expert;Shoulders
Parallette_L_Sit_Pike_Press_Handstand;Expert;Shoulders
Ring_Straight_Arm_L_Sit_Straddle_Press_Handstand;Master;Shoulders
Ring_Straight_Arm_Pike_Press_Handstand;Master;Shoulders
Tuck_L_Sit;Advanced;Abdominals
Parallette_Straddle_L_Sit;Advanced;Abdominals
Ring_Turned_Out_L_Sit;Expert;Abdominals
Ring_Skin_The_Cat;Advanced;Shoulders
Manna_;Grand_Master;Abdominals
Ring_Tuck_Back_Lever;Advanced;Abdominals
Ring_Advanced_Tuck_Back_Lever;Advanced;Abdominals
Ring_Straddle_Back_Lever;Advanced;Abdominals
Ring_1/2_Layout_Back_Lever;Advanced;Abdominals
Ring_1_Leg_Out_Back_Lever;Advanced;Abdominals
Ring_Full_Back_Lever;Expert;Abdominals
Ring_Back_Lever_Pullout;Master;Abdominals
Ring_German_Hang_Pullout;Master;Abdominals
Ring_Handstand_Lower_to_Back_Lever;Grand_Master;Abdominals
Ring_Tuck_Front_Lever;Advanced;Abdominals
Ring_Advanced_Tuck_Front_Lever;Advanced;Abdominals
Ring_Straddle_Front_Lever;Advanced;Abdominals
Ring_1/2_Layout_Front_Lever;Advanced;Abdominals
Ring_1_Leg_Out_Front_Lever;Advanced;Abdominals
Ring_Full_Front_Lever;Expert;Abdominals
Ring_Front_Lever_Pull_to_Inverted_Hang;Expert;Abdominals
Ring_Inverted_Hang;Advanced;Abdominals
Single_Arm_Barbell_Kneeling_Rollout;Expert;Abdominals
Single_Arm_Barbell_Standing_Rollout;Master;Abdominals
Ring_Circle_Front_Lever;Expert;Abdominals
Ring_Tuck_Front_Lever_Pull_Up;Expert;Back
Ring_Advanced_Tuck_Front_Lever_Pull_Up;Expert;Back
Ring_Straddle_Front_Lever_Pull_Up;Expert;Back
Ring_Dead_Hang_to_Front_Lever_Pull_Up;Master;Back
Ring_Full_Front_Lever_Pull_Up;Master;Back
Ring_Row_Feet_Elevated;Intermediate;Back
Ring_Bulgarian_Row_Feet_Elevated;Intermediate;Back
Ring_Archer_Row_Feet_Elevated;Intermediate;Back
Single_Arm_Ring_Row_Feet_Elevated_;Advanced;Back
Ring_L_Sit_Pull_Up;Advanced;Back
Ring_Bulgarian_Pull_Up;Advanced;Back
Ring_Bulgarian_L_Sit_Pull_Up;Advanced;Back
Ring_Plank;Novice;Abdominals
Single_Arm_Ring_Plank;Intermediate;Abdominals
Ring_Push_Up;Intermediate;Chest
Single_Arm_Ring_Push_Up;Expert;Chest
Ring_Support_Hold;Expert;Abdominals
Ring_Side_Plank;Advanced;Abdominals
Ring_L_Sit_Muscle_Up;Expert;Back
Ring_Strict_Muscle_Up;Expert;Back
Ring_Chest_Fly;Intermediate;Chest
Single_Arm_Barbell_Bicep_Curl;Advanced;Biceps
Hollow_Rock_;Intermediate;Abdominals
Single_Arm_Dumbbell_Power_Snatch;Intermediate;Glutes
Alternating_Single_Arm_Dumbbell_Power_Snatch;Intermediate;Glutes
Single_Arm_Dumbbell_Squat_Snatch;Intermediate;Glutes
Alternating_Single_Arm_Dumbbell_Squat_Snatch;Intermediate;Glutes
Single_Arm_Cable_Single_Leg_Romanian_Deadlift;Intermediate;Hamstrings
Double_Kettlebell_Single_Leg_Romanian_Deadlift_;Intermediate;Hamstrings
Double_Kettlebell_Romanian_Deadlift_;Beginner;Hamstrings
Single_Arm_Kettlebell_Single_Leg_Romanian_Deadlift;Intermediate;Hamstrings
Cable_Wide_Grip_Lat_Pulldown;Beginner;Back
Cable_Reverse_Grip_Lat_Pulldown;Beginner;Back
Cable_Seated_V_Grip_Lat_Pulldown;Beginner;Back
Cable_Half_Kneeling_Face_Pull;Novice;Shoulders
Single_Arm_Landmine_Half_Knee_Hover_Shoulder_Press;Expert;Shoulders
Dumbbell_Seated_Good_Morning;Novice;Back
Bodyweight_Hip_Thrust;Beginner;Glutes
Single_Arm_Kettlebell_Bottoms_Up_Overhead_Squat;Intermediate;Glutes
Stability_Ball_Dumbbell_Seated_Alternating_Lateral_Raise;Novice;Shoulders
Single_Arm_Dumbbell_Bench_Press;Novice;Chest
Dumbbell_Bench_Press;Beginner;Chest
Dumbbell_Incline_Bench_Press;Beginner;Chest
Stability_Ball_Dumbbell_W_Raise;Novice;Shoulders
Ring_Side_Plank_Reach_Through;Expert;Abdominals
Single_Arm_Dumbbell_Contralateral_Overhead_Bulgarian_Split_Squat;Intermediate;Quadriceps
Single_Arm_Dumbbell_Contralateral_Overhead_Knee_Over_Toes_Split_Squat;Intermediate;Quadriceps
Double_Kettlebell_Z_Press;Novice;Shoulders
Double_Kettlebell_Clean;Intermediate;Glutes
Double_Kettlebell_Snatch;Intermediate;Glutes
Double_Kettlebell_Push_Press;Novice;Shoulders
Double_Kettlebell_Split_Jerk;Intermediate;Shoulders
Double_Kettlebell_Clean_and_Jerk;Intermediate;Glutes
Double_Kettlebell_High_Pull;Intermediate;Shoulders
Double_Kettlebell_Sumo_Deadlift;Beginner;Back
Double_Kettlebell_Bent_Over_Row;Beginner;Back
Double_Kettlebell_Bottoms_Up_Front_Rack_Squat;Novice;Quadriceps
Double_Kettlebell_Front_Rack_Knee_Over_Toes_Split_Squat;Novice;Quadriceps
Double_Kettlebell_Overhead_Knee_Over_Toes_Split_Squat;Intermediate;Quadriceps
Double_Kettlebell_Thruster;Novice;Shoulders
Double_Kettlebell_Bottoms_Up_Front_Rack_Alternating_Cossack_Squat;Intermediate;Quadriceps
Double_Kettlebell_Bottoms_Up_Overhead_Alternating_Cossack_Squat;Advanced;Quadriceps
Double_Kettlebell_Tall_Kneeling_Overhead_Press;Novice;Shoulders
Double_Kettlebell_Front_Rack_Walking_Lunge;Novice;Quadriceps
Double_Kettlebell_Overhead_Walking_Lunge;Intermediate;Quadriceps
Double_Kettlebell_Alternating_Sots_Press;Novice;Shoulders
Double_Kettlebell_Shrug;Beginner;Trapezius_
Double_Kettlebell_Hang_Squat_Clean;Intermediate;Glutes
Double_Kettlebell_Hollow_Hold;Intermediate;Abdominals
Double_Kettlebell_Hollow_Hold_With_Flutter_Kick;Intermediate;Abdominals
Double_Kettlebell_Dead_Clean_to_Push_Press;Intermediate;Shoulders
Double_Kettlebell_Pendlay_Row;Novice;Back
Double_Kettlebell_Front_Rack_Split_Squat;Novice;Quadriceps
Double_Kettlebell_Front_Rack_Bulgarian_Split_Squat;Intermediate;Quadriceps
Double_Kettlebell_Overhead_Squat;Intermediate;Quadriceps
Double_Kettlebell_Half_Kneeling_Overhead_Press;Novice;Shoulders
Double_Kettlebell_Front_Rack_Cyclist_Squat;Intermediate;Quadriceps
Double_Kettlebell_Front_Rack_Reverse_Lunge;Novice;Quadriceps
Double_Kettlebell_Front_Rack_Step_Up;Novice;Quadriceps
Single_Arm_Kettlebell_Contralateral_Overhead_Knee_Over_Toes_Split_Squat;Intermediate;Quadriceps
Single_Arm_Kettlebell_Dead_Clean_to_Rotational_Overhead_Press;Intermediate;Shoulders
Single_Arm_Kettlebell_Rotational_Overhead_Press;Intermediate;Shoulders
Single_Arm_Kettlebell_Sumo_Deadlift;Novice;Glutes
Single_Arm_Kettlebell_Contralateral_Front_Rack_Knee_Over_Toes_Split_Squat;Intermediate;Quadriceps
Single_Arm_Kettlebell_Push_Press;Novice;Shoulders
Single_Arm_Kettlebell_Push_Jerk;Novice;Shoulders
Single_Arm_Kettlebell_Seated_Overhead_Press;Novice;Shoulders
Single_Arm_Kettlebell_Z_Press;Intermediate;Shoulders
Single_Arm_Kettlebell_Contralateral_Split_Squat_Thruster;Intermediate;Shoulders
Double_Kettlebell_Split_Squat_Thruster;Intermediate;Shoulders
Kettlebell_Swing;Novice;Glutes
Alternating_Single_Arm_Kettlebell_Swing;Intermediate;Glutes
Alternating_Single_Arm_Kettlebell_Clean;Intermediate;Glutes
Alternating_Single_Arm_Kettlebell_Snatch;Intermediate;Glutes
Single_Arm_Kettlebell_Sots_Press;Intermediate;Shoulders
Single_Arm_Kettlebell_Bottoms_Up_Contralateral_Overhead_Knee_Over_Toes_Split_Squat;Intermediate;Quadriceps
Single_Arm_Kettlebell_Staggered_Stance_Swing;Intermediate;Glutes
Alternating_Single_Arm_Kettlebell_Staggered_Stance_Swing;Intermediate;Glutes
Single_Arm_Kettlebell_Half_Kneeling_Swing;Intermediate;Glutes
Single_Arm_Kettlebell_Half_Kneeling_Contralateral_Bottoms_Up_Press;Intermediate;Shoulders
Double_Kettlebell_Outside_Swing;Novice;Glutes
Double_Kettlebell_Outside_Snatch;Intermediate;Glutes
Double_Kettlebell_Outside_Clean;Intermediate;Glutes
Double_Kettlebell_Outside_Clean_and_Press;Intermediate;Shoulders
Single_Arm_Kettlebell_Side_Swing;Intermediate;Abdominals
Parallette_Push_Up_With_Alternating_Shoulder_Taps;Intermediate;Chest
Parallette_Tuck_Planche;Advanced;Abdominals
Parallette_Dive_Bomber_Push_Up;Intermediate;Chest
Dive_Bomber_Push_Up;Novice;Chest
Parallette_L_Sit_to_Tuck_Planche;Expert;Abdominals
Double_Dumbbell_Prone_Row;Novice;Back
Landmine_Standing_Oblique_Twist;Intermediate;Abdominals
Cable_Tall_Kneeling_High_to_Low_Chop;Intermediate;Abdominals
Single_Arm_Parallette_Plank;Intermediate;Abdominals
Single_Arm_Suspension_Plank;Intermediate;Abdominals
Battle_Rope_Russian_Twist;Novice;Abdominals
Bird_Dog_Knee_to_Elbow;Beginner;Abdominals
Slam_Ball_Russian_Twist_Feet_Elevated;Intermediate;Abdominals
Medicine_Ball_Russian_Twist_Feet_Elevated;Novice;Abdominals
Kettlebell_Feet_Elevated_Russian_Twist;Novice;Abdominals
Parallette_Plank_Alternating_Knee_to_Elbow;Novice;Abdominals
Forearm_Plank_Knee_to_Elbow;Intermediate;Abdominals
Loaded_Beast_to_Alternating_Kick_Through;Intermediate;Abdominals
Ring_False_Grip_Pull_Up;Expert;Back
Single_Arm_Kettlebell_Clean_to_Press_Windmill;Advanced;Abdominals
Single_Arm_Kettlebell_Half_Kneeling_Windmill;Advanced;Abdominals
Battle_Rope_Russian_Twist_Feet_Elevated;Intermediate;Abdominals
Superband_Dead_Bug;Novice;Abdominals
Parallette_V_Sit;Expert;Abdominals
Parallette_Tuck_V_Sit;Intermediate;Abdominals
Barbell_Staggered_Stance_Push_Press;Intermediate;Shoulders
Double_Kettlebell_Front_Rack_Skater_Squat;Expert;Quadriceps
Kettlebell_Goblet_Skater_Squat;Advanced;Quadriceps
Double_Kettlebell_Front_Rack_Pistol_Squat_to_Box;Intermediate;Quadriceps
Double_Kettlebell_Front_Rack_Pistol_Squat;Advanced;Quadriceps
Double_Kettlebell_Overhead_Alternating_Reverse_Lunge;Intermediate;Quadriceps
Superband_Standing_Pallof_Press;Beginner;Abdominals
Superband_Half_Kneeling_Pallof_Press;Novice;Abdominals
Superband_Hip_External_Rotation_(90_Degree);Novice;Glutes
Barbell_Prone_Row;Novice;Back
Dumbbell_Renegade_Row_Push_Up;Intermediate;Back
Single_Arm_Landmine_Row_to_Rotational_Press;Intermediate;Shoulders
Assisted_Skater_Squat;Novice;Quadriceps
Superband_Pull_Through;Beginner;Glutes
Miniband_Quadruped_Hip_Extension;Beginner;Glutes
Cable_Hip_Adduction;Novice;Adductors
Superband_Tall_Kneeling_Pallof_Press;Novice;Abdominals
Slider_Eccentric_Hamstring_Curl;Beginner;Hamstrings
Landmine_Lateral_Lunge;Novice;Quadriceps
Double_Kettlebell_Renegade_Row_;Intermediate;Back
Single_Arm_Dumbbell_Cuban_Press;Novice;Shoulders
Slider_Parallette_Knee_Tuck;Novice;Abdominals
Barbell_Supinated_Shoulder_Front_Raise;Intermediate;Shoulders
Ring_Pike_Feet_Elevated_Handstand_Push_Up;Advanced;Shoulders
Parallette_Straddle_Press_to_Handstand;Expert;Shoulders
Ring_L_Sit;Advanced;Abdominals
Ring_Tuck_Back_Lever_With_Alternating_Single_Leg_Extensions;Advanced;Abdominals
Ring_Tuck_Front_Lever_With_Alternating_Single_Leg_Extensions;Advanced;Abdominals
Single_Arm_Kettlebell_Hollow_Hold_With_Flutter_Kick;Intermediate;Abdominals
Single_Arm_Kettlebell_Front_Rack_Cyclist_Squat;Novice;Quadriceps
Barbell_Back_Cyclist_Squat;Intermediate;Quadriceps
Inverted_Crunch_With_Gravity_Boots;Advanced;Abdominals
Double_Kettlebell_Renegade_Row_Push_Up;Intermediate;Back
Single_Arm_Kettlebell_Bird_Dog_Row;Intermediate;Back
Barbell_Back_Rack_Step_Up;Intermediate;Quadriceps
Barbell_Front_Rack_Step_Up;Intermediate;Quadriceps
Barbell_Standing_Rollout;Advanced;Abdominals
Stability_Ball_Cable_Russian_Twist;Novice;Abdominals
Miniband_Frog_Pump;Beginner;Glutes
Miniband_Knee_Hover_Quadruped_Fire_Hydrant;Advanced;Glutes
Fire_Hydrant;Beginner;Glutes
Knee_Hover_Quadruped_Fire_Hydrant;Intermediate;Glutes
Barbell_Seated_Reverse_Wrist_Curl;Intermediate;Forearms
Seated_Wall_Angels;Beginner;Shoulders
Bent_Knee_Copenhagen_Plank_Side_Raise;Intermediate;Adductors
Kneeling_Side_Plank;Beginner;Abdominals
Assisted_Hip_Airplane;Novice;Glutes
Superband_Single_Leg_Ankle_Dorsiflexion;Beginner;
Barbell_Zercher_Squat;Advanced;Quadriceps
Barbell_Squat_Snatch;Expert;Glutes
Barbell_Push_Jerk;Intermediate;Glutes
Barbell_Clean_and_Jerk;Expert;Glutes
Barbell_Incline_Bench_Press;Novice;Chest
Barbell_Hang_Squat_Clean_Thruster;Advanced;Shoulders
Barbell_Squat_Clean_Thruster;Advanced;Shoulders
Copenhagen_Plank;Novice;Adductors
Bent_Knee_Copenhagen_Plank;Novice;Adductors
Parallette_Kneeling_Close_Grip_Tricep_Push_Up;Beginner;Triceps
Miniband_Single_Leg_Hip_Thrust;Novice;Glutes
Barbell_Deficit_Snatch_Grip_Deadlift;Intermediate;Back
Single_Arm_Ring_Chin_Up_Eccentrics;Expert;Biceps
Assisted_Foot_Elevated_Knee_Over_Toes_Split_Squat;Beginner;Quadriceps
Foot_Elevated_Knee_Over_Toes_Split_Squat;Beginner;Quadriceps
Double_Kettlebell_Clean_to_Overhead_Press;Intermediate;Shoulders
Single_Arm_Kettlebell_Bent_Leg_Windmill;Intermediate;Abdominals
Kettlebell_Alternating_Halo_to_Goblet_Squat;Intermediate;Shoulders
Single_Arm_Kettlebell_Half_Kneeling_Overhead_Press;Intermediate;Shoulders
Double_Kettlebell_Seesaw_Press;Intermediate;Shoulders
Single_Arm_Kettlebell_Side_to_Side_Swing;Intermediate;Abdominals
Single_Arm_Kettlebell_Half_Kneeling_Clean_to_Side_Press;Advanced;Shoulders
Parallette_Feet_Elevated_Pike_Push_Up;Advanced;Shoulders
Parallette_Handstand;Expert;Shoulders
Parallette_L_Sit_to_Handstand;Expert;Shoulders
Ring_Straddle_L_Sit;Expert;Abdominals
Parallette_Stalder_Press_to_Handstand;Master;Shoulders
Ring_Gironda_Sternum_Chin_Up;Expert;Biceps
Ring_Archer_Push_Up;Advanced;Chest
Single_Arm_Ring_Chin_Up;Master;Biceps
Ring_L_Sit_Archer_Pull_Up;Expert;Back
Alternating_Single_Arm_Parallette_Push_Up;Intermediate;Chest
Dumbbell_Incline_Bench_Prone_Y_Raise;Novice;Trapezius_
Single_Arm_Cable_Kneeling_Shoulder_External_Rotation;Novice;Shoulders
Suspension_Face_Pull_to_Overhead_Press;Novice;Shoulders
Superband_Assisted_Muscle_Up;Advanced;Back
Stability_Ball_Sit_Up;Beginner;Abdominals
Single_Arm_Kettlebell_Bottoms_Up_Turkish_Get_Up;Advanced;Abdominals
Single_Arm_Kettlebell_Thruster;Intermediate;Shoulders
Alternating_Double_Kettlebell_Thruster;Intermediate;Shoulders
Ring_Scapular_Pull_Up;Intermediate;Back
Side_Lying_Hip_Adduction;Beginner;Adductors
Superband_Hollow_Body_Hold;Intermediate;Abdominals
Suspension_Y_Raise;Beginner;Shoulders
Slider_Single_Leg_Eccentric_Hamstring_Curl_;Intermediate;Hamstrings
Barbell_Reverse_Grip_Bench_Press;Intermediate;Chest
Dumbbell_Reverse_Grip_Bench_Press;Novice;Chest
Side_Plank_Superband_Hanging_Adduction;Intermediate;Adductors
Single_Arm_Cable_Seated_Floor_Lat_Pulldown;Novice;Back
Single_Arm_Resistance_Band_Half_Kneeling_Cuban_Press;Novice;Shoulders
Stability_Ball_Feet_Elevated_Frog_Pump;Novice;Glutes
Stability_Ball_Feet_Elevated_Frog_Pump_With_Miniband;Novice;Glutes
Single_Arm_Kettlebell_Bottoms_Up_Clean_to_Overhead_Press;Intermediate;Shoulders
Barbell_Overhead_Cyclist_Squat;Advanced;Quadriceps
Barbell_Front_Rack_Cyclist_Squat;Intermediate;Quadriceps
Single_Arm_Kettlebell_Overhead_Cyclist_Squat;Intermediate;Quadriceps
Dumbbell_Cuban_Press;Novice;Shoulders
Barbell_Cyclist_Thruster;Intermediate;Shoulders
Single_Arm_Kettlebell_Tactical_Snatch;Advanced;Glutes
Alternating_Single_Arm_Landmine_Thruster;Intermediate;Shoulders
Single_Arm_Dumbbell_Cyclist_Thruster;Intermediate;Shoulders
Alternating_Single_Arm_Landmine_Cyclist_Thruster;Advanced;Shoulders
Barbell_Low_Bar_Cyclist_Squat;Intermediate;Quadriceps
Barbell_Low_Bar_Pause_Cyclist_Squat;Intermediate;Quadriceps
Single_Arm_Kettlebell_Snatch_to_Overhead_Reverse_Lunge;Advanced;Quadriceps
Double_Kettlebell_Snatch_to_Overhead_Reverse_Lunge;Advanced;Quadriceps
Single_Arm_Kettlebell_Clean_to_Front_Rack_Reverse_Lunge;Advanced;Quadriceps
Double_Kettlebell_Clean_to_Front_Rack_Reverse_Lunge;Intermediate;Quadriceps
Single_Arm_Kettlebell_Split_Jerk;Advanced;Quadriceps
Alternating_Single_Arm_Kettlebell_Split_Jerk;Advanced;Quadriceps
Kettlebell_Swing_to_Bottoms_Up_Horn_Grip_Goblet_Squat;Intermediate;Glutes
Double_Kettlebell_Bottoms_Up_Clean_to_Front_Rack_Squat;Advanced;Glutes
Double_Kettlebell_Bottoms_Up_Overhead_Squat;Advanced;Quadriceps
Double_Kettlebell_Bottoms_Up_Thruster;Intermediate;Shoulders
Single_Arm_Kettlebell_Bottoms_Up_Tactical_Snatch_;Advanced;Glutes
Single_Arm_Kettlebell_Bottoms_Up_Z_Press;Intermediate;Shoulders
Double_Kettlebell_Bottoms_Up_Z_Press;Intermediate;Shoulders
Double_Kettlebell_Sots_Press;Intermediate;Shoulders
Alternating_Double_Kettlebell_Sots_Press;Intermediate;Shoulders
Single_Arm_Kettlebell_Bottoms_Up_Sots_Press;Advanced;Shoulders
Double_Kettlebell_Bottoms_Up_Sots_Press;Advanced;Shoulders
Alternating_Double_Kettlebell_Bottoms_Up_Sots_Press;Advanced;Shoulders
Double_Kettlebell_Seesaw_Sots_Press;Intermediate;Shoulders
Double_Kettlebell_Bottoms_Up_Seesaw_Sots_Press;Advanced;Shoulders
Alternating_Double_Kettlebell_Z_Press;Novice;Shoulders
Double_Kettlebell_Seesaw_Z_Press;Novice;Shoulders
Double_Kettlebell_Bottoms_Up_Seesaw_Press;Intermediate;Shoulders
Double_Kettlebell_Bottoms_Up_Seesaw_Z_Press;Intermediate;Shoulders
